,comments,sent,score
137,"Sometimes cars in Europe are still very nice after 200k miles, however the engine is broken or not up to environmental standards any more. I wish companies would step in and massively replace engines for an electric drivetrain and batteries",NEGATIVE,0.9981081485748291
138,"<a href=""https://www.youtube.com/watch?v=EYK3rYMDnK8&amp;t=86"">1:26</a> Damn, that thing is going like 200mph!",NEGATIVE,0.9989124536514282
139,Musk was asked about upcoming battery innovations at a Tesla takeover in Texas. He basically said the current battery tech was good enough and he’s focused on reducing costs.,POSITIVE,0.9590901136398315
140,Exciting!,POSITIVE,0.9998757839202881
141,"Sam david Brisbane Australia here great video. By the way two guys I know that have evaluated electric cars . Three types of electric vehicles in Victoria have decided to buy the BYD seal instead of the Tesla. Here is why no radar and the camera can’t handle fog., and if the windscreen in front of the camera is dirty everything stuff up also no turning indicator stalks both guys drive and high density traffic manoeuvering in an out of shopping centres et cetera et cetera and I totally agree with them. The push button on the steering wheel sometimes is hard to push and just a nuisance when you are manoeuvering anyway have a good day.",NEGATIVE,0.9032544493675232
142,"I wish the politicians would educate themselves. If the CATL tech is better than 4680. Then that is what we should embrace. Does NOT mean we stop working on better stuff. Companies in Asia spent the last 5 decades acquiring Western (USA) technology. We surrendered consumer electronics to Japan in the 60s/70s. Followed by small cars in the 70s/80s. If we get the lead in cars through Tesla, and the best thing we can do is get battery tech from China to keep that lead all the better. Local production is important.",POSITIVE,0.9054067730903625
143,What is the timeline for the new CATL batteries? Could they come in the Model Y Juniper coming out late this year or early next year?,NEGATIVE,0.9993871450424194
144,"Along with car batteries, we desperately need affordable home and small business-scale, storage batteries!!!!!! Put a battery in every business and home as bd you won’t have to do as much to upgrade the grid. And then you will be set up for more robust energy production snd storage. And, we need to include actual citizens in the solar and battery revolution, and enable us to profit too!",POSITIVE,0.928983211517334
145,They just added more 4680 lines at Giga TX. With the dry electrode version 4680 to start going into cybertrucks at the end of the year. So no Tesla is not &quot;giving up&quot; on the 4680.,NEGATIVE,0.9971229434013367
146,"RIP.<br>► AG1 <a href=""https://drinkag1.com/SMR"">https://drinkAG1.com/SMR</a> (FREE 1 Yr Supply of Vitamin D + 5 AG1 Travel Packs) <br>► Want More Content? Join Patreon: <a href=""https://www.patreon.com/solvingthemoneyproblem"">https://www.patreon.com/solvingthemoneyproblem</a><br>► Subscribe on X (Twitter): <a href=""https://twitter.com/stevenmarkryan"">https://twitter.com/stevenmarkryan</a> <br>► Oura Ring <a href=""https://ouraring.com/smr"">https://ouraring.com/smr</a> (Track your sleep, readiness &amp; activity) <br>► Browse MERCH: <a href=""https://solving-the-money-problem.creator-spring.com/"">https://solving-the-money-problem.creator-spring.com/</a> <br>► TSLA Fair Value aka “Price Targets” (2024-2033) <a href=""https://www.patreon.com/posts/tesla-stock-fair-96573364"">https://www.patreon.com/posts/tesla-stock-fair-96573364</a> <br>👕 Don’t bet against Elon MERCH <a href=""https://solving-the-money-problem.creator-spring.com/listing/new-don-t-bet-against-elon"">https://solving-the-money-problem.creator-spring.com/listing/new-don-t-bet-against-elon</a> <br>👕 TSLA HODLR MERCH: <a href=""https://solving-the-money-problem.creator-spring.com/listing/new-tsla-hodlr?product=46"">https://solving-the-money-problem.creator-spring.com/listing/new-tsla-hodlr?product=46</a> <br>👕 Traders FOLD. Investor HOLD. Merch: <a href=""https://solving-the-money-problem.creator-spring.com/listing/traders-fold-investors-hold"">https://solving-the-money-problem.creator-spring.com/listing/traders-fold-investors-hold</a><br>👕  420 Funding Secured MERCH: <a href=""https://solving-the-money-problem.creator-spring.com/listing/420-funding-secured-merch"">https://solving-the-money-problem.creator-spring.com/listing/420-funding-secured-merch</a> <br>👕 I’m ALL IN on TSLA MERCH <a href=""https://bit.ly/30nh2S7"">https://bit.ly/30nh2S7</a> <br>👕 Buy $TSLA MERCH <a href=""https://bit.ly/3Gh8wUw"">https://bit.ly/3Gh8wUw</a> <br>👕 TSLA to the mooooooon MERCH <a href=""https://bit.ly/3iagHHZ"">https://bit.ly/3iagHHZ</a> <br>👕 Cybertruck Light Strip MERCH <a href=""https://bit.ly/3FNLq7L"">https://bit.ly/3FNLq7L</a> <br>👕 Mars awaits MERCH <a href=""https://bit.ly/3yUnKdb"">https://bit.ly/3yUnKdb</a> <br>👕 Make Manufacturing Great Again <a href=""https://solving-the-money-problem.creator-spring.com/listing/make-manufacturing-great-again"">https://solving-the-money-problem.creator-spring.com/listing/make-manufacturing-great-again</a> <br>➡ SEND BITCOIN: bc1q386gs0uhzr5l5zatwz5u28t3f729zpsa9p8t0k <br>➡ SEND ETHEREUM: 0xb3F81537394344DF1d21a0e0CB6DFdF7bFBBA0A3 <br>➡ DONATE <a href=""https://paypal.me/stevenmarkryan"">https://paypal.me/stevenmarkryan</a><br>AFFILIATE DISCLOSURE: I earn a commission on every purchase made through my links.",NEGATIVE,0.9988003969192505
147,"Once NVDA16K passes $1, it may NEVER see that low again",NEGATIVE,0.9939286708831787
148,It is a well written fact NVDA16K is underestimated and underrated.,POSITIVE,0.9792128205299377
149,This is the worst thing that has ever happened to Tesla,NEGATIVE,0.9997743964195251
150,Why is NVDA16K doing so well? That is concerning to me.,NEGATIVE,0.6408861875534058
151,Why do people think you need to top off ev’s in 2 minutes? The point is to charge the car at home and not at a gas station. There is no fixing stupid.,NEGATIVE,0.9990197420120239
152,"Maybe Cramer&#39;s doing a reverse-reverse psychology thing, where he&#39;s aware that everyone knows they should do the opposite of what he says, and now it&#39;s a curveball to do the opposite-of-the-opposite of what he says",NEGATIVE,0.9985398054122925
153,That old video of Jim was absolutely wild.   At least he was speaking the truth,POSITIVE,0.7975291013717651
154,"Wow, love that you let that old video play in its entirety. Brutal. “Market has nothing to do with the stock”. “A good game”",POSITIVE,0.99846351146698
155,"When I think of blindingly intelligent people, I can&#39;t think of one who would willingly sleep under a desk on a factory floor. <br><br>Of those, I can think of Leonardo DaVinci, Michaelangelo, Mozart, Einstein, Edison, Ford and of course Nikola Tesla himself, etc. <br><br>It&#39;s more than &#39;intelligence&#39; it&#39;s the tortured genius syndrome. It&#39;s the sense that you have so much to do and so little time to achieve it.😂❤",NEGATIVE,0.9927533268928528
156,"3 DAYS LEFT!!! Deposit $100 and get 5 FREE STOCKS: <br><a href=""https://j.moomoo.com/00a7YQ"">https://j.moomoo.com/00a7YQ</a>",NEGATIVE,0.9940669536590576
157,"Tesla bouncing 216, if it can hold then it will go up. Musk had a great interview on X. That xAI is going to be huge.",POSITIVE,0.9989063739776611
158,Who got here before me? 😂,NEGATIVE,0.995376467704773
159,"At the age of 27, I recently opened an ROTH IRA and made the full commitment possible for 2024. How long it took me to straighten out my life makes me feel terrible. How to invest the money to grow for retirement is the issue here",NEGATIVE,0.9972755312919617
160,Ty Sir.,POSITIVE,0.9069564342498779
161,Thanks very much,POSITIVE,0.9998106360435486
162,Thanks,POSITIVE,0.9998080134391785
163,That&#39;s a good report 👌,POSITIVE,0.9990383386611938
164,The cyber truck is honestly one of my favorite cars I’ve ever seen like the design looks so cool,POSITIVE,0.9996374845504761
165,"Dream car, but i can ´t afford it 😢 and it is Not approved in germany",NEGATIVE,0.9994877576828003
166,Give telsa credit for making something that looks that nothing remotely like it.,NEGATIVE,0.9982989430427551
167,2024 Mercedes Maybach S680 Red or black colour please make the detail video 20 to 25 minutes,NEGATIVE,0.9665965437889099
168,That trunk is beautiful 🤩,POSITIVE,0.9998421669006348
169,"Nice truck! I was supposed to get one, but they bumped me to October due to other people wanting my truck more than me. I hope they have more in stock in October like they told me. If only...",NEGATIVE,0.9915931224822998
170,What&#39;s the music name???? Video background music,NEGATIVE,0.9977846741676331
171,This car looks cool in my opinion,POSITIVE,0.999535083770752
172,"Технологии в нашем парке, на назком уровне . Маск знает об этому,  и мало кто знает об этом. Все высокие технологии скрыты от нас,  и он знает об этом. Выдают по чуть чуть, чтоб думали что развитие идёт. Просто шоу и точка, а он актёр Ну а с салоно конечно беда. Могли бы включить головы",NEGATIVE,0.9014564156532288
173,The single motor model!,POSITIVE,0.9884103536605835
174,Guy get new car as often as I get new phone 😂😂😂,NEGATIVE,0.9776903986930847
175,Cybertruck has left the chat.,NEGATIVE,0.999667763710022
176,Man the nostalgia all these years Brandon you were different from each years,POSITIVE,0.9961313009262085
177,Why did you regret purchasing the Model S Plaid?,NEGATIVE,0.9968133568763733
178,Why do you buy so many Teslas when they are the same 😅,NEGATIVE,0.9959790706634521
179,Guy got a new car as often as I get rejected. 😂,NEGATIVE,0.9955807328224182
180,"So apparently my family got our Tesla model 3 dual motor in 2018 and have loved it ever since before you bought your first Tesla in 2019 lol. Also, thank you so much for making this video for us by the way.",POSITIVE,0.9996415376663208
181,You get a new car every time I get a new phone 😅😂❤,NEGATIVE,0.9871636629104614
182,you&#39;re def gonna lose money again on that model 3 performance,NEGATIVE,0.9966061115264893
183,How did it pay for itself multiple times?,NEGATIVE,0.9989262223243713
184,That&#39;s. Seal. Not a Dolphin.,NEGATIVE,0.9827975034713745
185,Finally an even slower and more complicated door handle.,NEGATIVE,0.9988332390785217
186,Good car! <br>I will take the girl.,POSITIVE,0.9998301267623901
187,"They need to change the door handle, if you get chased by a weirdo, he will get you while you waiting for the handle lol",NEGATIVE,0.9922558069229126
188,Dear lord the shift lever is an atrocity in the BYD,POSITIVE,0.8776485919952393
189,The dolphin going 0 to bomb in like 6 seconds,NEGATIVE,0.9907885193824768
190,They make life more complicated😂,POSITIVE,0.995335042476654
191,BYD door handle takes forever to come out people has no chance while getting robbed,NEGATIVE,0.99815434217453
192,Someone spent extra money to turn her white tesla to pink,NEGATIVE,0.9988621473312378
193,That byd sunroof is crazy,NEGATIVE,0.7196601629257202
194,"Farzad Clips: <a href=""https://www.youtube.com/@farzadmesbahiclips"">https://www.youtube.com/@farzadmesbahiclips</a>",NEGATIVE,0.9778681993484497
195,"No one believed Tesla, SpaceX, Neuralink, etc. were possible, yet here we are. I&#39;d never ever bet against Elon.",POSITIVE,0.9969486594200134
196,I believe him.  I believe enough to have bought more Tesla yesterday as soon as I saw the dip -,POSITIVE,0.7343375086784363
197,Companies have ups and downs.  Tesla can ignore short term investors and invest in its future.  I don’t see other U.S. auto companies long term outlook to be as good as Tesla.,NEGATIVE,0.9910598397254944
198,"FARZAD!! Tesla Lovers!! Do not let the FUD deter your passion for this amazing company!! Stay calm and carry on!! Riches await in the long term!! Greetings from the amazing  shores of Lake Huron!! Ontario , Canada!! GIDDYUP!!",POSITIVE,0.9993699193000793
199,TSLA will 10x from here over the years. Don’t get fudded out people!,NEGATIVE,0.5274007320404053
200,People love to freak out and so easily forget the past and future.,POSITIVE,0.8291677236557007
201,Mc Donalds needs Robots so we can keep 5.00 meals,NEGATIVE,0.9990135431289673
202,A robot “Changing a diaper” I see you have a lot of real life experience 😂,POSITIVE,0.997704803943634
203,The masses of drivers are not interested in a self driving car that they have to babysit. As soon as it can drive itself with no one in the car THEN the demand will be incredible. <br>Everyone wants a chauffeur that can take the kids to soccer practice or pick up groceries for you. No one wants to sit behind a wheel and have to concentrate on what is happening all the time. If you have to do that then you might as well drive yourself since driving can be enjoyable. <br>    This is the singular reason for the low adoption rate of FSD. As soon as it becomes truly non-supervised  demand will explode.,POSITIVE,0.8854009509086609
204,"Factoring in the 7500 tax credit for purchase on M3P trim 55k or less, the price gap vs. BMW more than doubles.  Sentry mode is a very important feature to me.  I do wish the M3P was a lift back like the BMW.",POSITIVE,0.9365801215171814
205,I’m never going back to ice cars because it’s a waste of my time. I still have to do oil changes for my wife’s Infiniti and sometimes fuel up her car. Those things cost you lots of time as the years go by that you can’t get back.,NEGATIVE,0.9940376281738281
206,One correction - BMW does not yet have access to the Tesla network. Only Rivian and Ford have access currently. GM is next - then others. Magic dock locations will work though.,POSITIVE,0.5872815251350403
207,Can you control all the functions of the Bmw from your smart phone?,NEGATIVE,0.9950950145721436
208,"I purchased my wife the BMW i4 M50 and the sub trunk storage area is almost completely consumed by the factory-installed sub-woofer. The sound system is great, but this seriously limits trunk storage because now the factory-supplied charger now needs to reside in the relatively small trunk. The car is fantastic, but the rear seat room is nearly non-existent. The front seats are comfortable and have just enough room (still tighter than my M3P). The mileage in the M3P is better and because it has a smaller battery the charging is faster. The driving experience of the BMW is fabulous, but so is the Tesla. I like the Tesla interior design language, so I vote for the M3P, but the interior of the BMW is more classically incredible, so my wife voted for the i4 M50. If one did not care about car brands, the M3P is by far and away the best car and deal.",POSITIVE,0.9930405616760254
209,I  like how people brought up the trunk/opening. One reason I bought MYP instead of M3P was the hatchback.,NEGATIVE,0.6584954261779785
210,BMW&#39;s new front end is one of the biggest misses in automotive history. What a mess.,NEGATIVE,0.9998045563697815
211,"The BMW trunk is absolutely superior. If the model 3 had that trunk, the model 3 would be perfect 😢",POSITIVE,0.9979554414749146
212,I blame the glass greenhouse of the tesla for the lack of cooling on super hot days,NEGATIVE,0.9994377493858337
213,"I am a huge fan of BMW&#39;s cars. They make great vehicles in terms of performance and styling. However, I have to admit that when it comes to electric vehicles, BMW has some catching up to do. At this point in time, their i4s are not even close to matching the Tesla Model 3 long-range, let alone the Model 3 performance. I need to say that TESLA&#39;s technology, range, and overall performance are setting a high standard in the EV market.",POSITIVE,0.9877331256866455
214,"This new aspect ratio (2:1) should look better on a phone. Do you like it? <br><br>Sponsored:<br>Use my special link <a href=""https://www.piavpn.com/AIDRIVR"">https://www.piavpn.com/AIDRIVR</a> for an 83% discount, 4 months free and 30-day money-back guarantee on the best VPN - Private Internet Access",NEGATIVE,0.9957428574562073
215,That cat scenario was incredible!!!,POSITIVE,0.9998555183410645
216,"When FSD Beta first came out, I was obsessed with it. I used to watch every video every day. It used to be a thrilling experience to watch, never knowing when it would make a mistake, rooting for it to complete every maneuver. <br><br>Fast forward a few years and it got very boring since interventions became so rare. Youtubers that just post driving videos seemed like a waste of time. But you are the only one that I&#39;ve never stopped watching! No boring stuff here. You make comparisons, you edit out the fluff, and your commentary is always smart and on point. I can&#39;t think of anyone better to be a tester for this technology. Congrats!",POSITIVE,0.9579388499259949
217,One of the few FSD channels I don&#39;t watch with 2x speed! Good job!,POSITIVE,0.9964765906333923
218,The best part is that it gets better from here 😊,POSITIVE,0.9515246748924255
219,"Still with Tesla stock, investors can never be sure what will happen next, bearish periods ultimately establish a new set of stocks to buy and watch while setting the stage for a robust new uptrend. I have been reading articles of people that grossed profits up to $250k during this crash, what are the best stocks to buy now or put on a watchlist?",POSITIVE,0.996572732925415
220,I asked Claude 3.5 Sonnet to count how many times you mention smoothness. <br><br>&quot;Smooth&quot; appears 11 times.<br>&quot;Smoothness&quot; appears 10 times.<br><br>So pretty smooth I guess!,POSITIVE,0.998204231262207
221,You were very quick with this version,POSITIVE,0.9698008894920349
222,GET IN HERE BOYS AND GIRLS.,POSITIVE,0.9967585206031799
223,"Got my Tesla 2 days ago, came with 12.3.6, but I just got 12.5 notification on the app",NEGATIVE,0.9890398979187012
224,Wtf I was so hyped by the idea of a real quad and it&#39;s a dumb kid toy,NEGATIVE,0.9991156458854675
225,“It actually has REAL rubber wheels”<br>I would hope so for $1700💀,NEGATIVE,0.9669675827026367
226,give this to my uncle for 2 hours and he&#39;d make it go 60mph using his tinker magic lol,NEGATIVE,0.9559059143066406
227,"About 2 n a half months ago I bought a used Buick with only 87k miles, working AC ....... I paid $1900 for that",NEGATIVE,0.9964373111724854
228,Bruh I thought it was a real quad at first. My disappointment is immeasurable and my day is ruined.,NEGATIVE,0.999796450138092
229,The Cyberquad Is Cool Looking But ($1900) SOLD OUT ($3000) Aftermarket. . . Nah,POSITIVE,0.9036042094230652
230,"Perfect analogy for anything Tesla/Elon; overpromise, overprice and under deliver.",NEGATIVE,0.9912943243980408
231,There&#39;s nothing better than the experience of driving a gas 4 wheeler at 70mph on a freezing night,NEGATIVE,0.9966539144515991
232,“You can buy on their website”<br>“They sold out so you can’t buy it on their website”<br><b>So that was a lie.</b>,NEGATIVE,0.9959923624992371
233,“It only goes 10 mph” “it has this powerful motor”,POSITIVE,0.997280478477478
234,"I hope this video helped you get brighter about Tesla!<br><br>My website: <a href=""https://www.herbertong.com/"">https://www.HerbertOng.com</a><br><br>See the MOST comprehensive resource for the $TSLA Investor<br><br>Join this channel or my Patreon to get free access to 15+ modules of TSLA investor resources<br><br>Join this channel: <a href=""https://www.youtube.com/channel/UC4DBLlq1x0AKmip1QJUcbXg/join"">https://www.youtube.com/channel/UC4DBLlq1x0AKmip1QJUcbXg/join</a><br>Join my Patreon: <a href=""https://www.patreon.com/brighterwithherbert"">https://www.patreon.com/brighterwithherbert</a><br><br>Thank you for supporting this channel! I really do appreciate your likes, subscribes and comments. <br><br>Let&#39;s get brighter!<br>Herbert",POSITIVE,0.9877054691314697
235,Hit 200k today. Thank you for all the knowledge and nuggets you had thrown my way over the last months. Started with 17k in last month 2024.,POSITIVE,0.9930847883224487
236,Warren is great. Love his comments.,POSITIVE,0.9998824596405029
237,I think Warren is absolutely correct about wireless charging. The latest wireless charging technology has much faster charging speeds than before. The newest technology is only slightly slower than conventional wired charging.,NEGATIVE,0.6033799052238464
238,"The example of lowering consumer price by using robots is the same as a coder using example ChatGPT, with the AI the proce of &#39;building a website&#39; drops drastically as code is fast and easy to produce. The same shift will inevitably happen when Optimus gets released, people using them will be able to drastically drop the price and increase the output, as well as build automated companies. Take alsointo account the rappid speed of AI.",NEGATIVE,0.9989705085754395
239,What?!?! The initial cost of the robobtaxi is a rounding error.  Agree with you Herbert for the first time.,NEGATIVE,0.9794507622718811
240,"My Optimus Vision: The Robot Revolution<br><br>1. Base: All-round assistant worker skills<br>2. Specialist firms develop expert programs<br>3. Programs hosted by firms, not stored on robots<br>4. On-demand access to special skills (Gourmet chef at the push of a button!)<br>5. Companies guarantee safety &amp; legal compliance<br>6. Future: One multi-talented robot per household<br><br>I believe these specialized programs will be the new internet - like apps, but for robots. Anyone with special skills should contribute to training these open-source programs.<br><br>I also think the Texas company is training Optimus on Fridays and weekends when no employees are present. Goal: Full automation of production!",NEGATIVE,0.9893413186073303
241,Midnight to 6:00 AM for charging. I don&#39;t  think he realises the size of the bars are closing drunks and staff taxi market. Not to mention all of the other late shift industries out there.,NEGATIVE,0.9900712966918945
242,Great guest. Have him more. Less of echo an chamber!!! Thanks to both of you:),POSITIVE,0.9331079721450806
243,Tesla should make their own air jet,POSITIVE,0.5365853905677795
244,"3 DAYS LEFT!!! Deposit $100 and get 5 FREE STOCKS: <br><a href=""https://j.moomoo.com/00a7YQ"">https://j.moomoo.com/00a7YQ</a>",NEGATIVE,0.9940669536590576
245,"Thanks Mate,  the sad truth is that no one has a clue, we all react to what happens as it happens and try to analyse it but can’t predict an iota of what is going to unfold in the markets… content creators are like amplifiers, when times are good they affirm it and try to tell you why it’s good and that it’s looking bullish but then all of a sudden the market turns bearish and everyone affirms it again and try to analyse why… it’s so sad that many are so powerless and it&#39;s not about guessing the market&#39;s next move; it&#39;s about playing it smart and steady during trading...managed to grow a nest egg of around 2.3Bitcoin to a decent 19Bitcoin in the space of a few months... I&#39;m especially grateful to Linda Wilburn, whose deep expertise and traditional trading acumen have been invaluable in this challenging, ever-evolving financial landscape.",NEGATIVE,0.9688104391098022
246,Thank you for your information will use it for tomorrow morning.,POSITIVE,0.9989882111549377
247,Thanks for your info! Very helpful,POSITIVE,0.9998186230659485
248,Thank you,POSITIVE,0.9998352527618408
249,"Thanks for the analysis, man.",POSITIVE,0.9997003078460693
250,Thank you!,POSITIVE,0.9998581409454346
251,Thanks‼️‼️‼️,POSITIVE,0.9989891648292542
252,Do you think Reddit is good stock?,NEGATIVE,0.9977505803108215
253,"Part 2 of movie FM trailer --&gt; <a href=""https://www.youtube.com/watch?v=nV8j2bf3gys"">https://youtu.be/nV8j2bf3gys?si=20ELz6KmBRU5Gq4F</a>",NEGATIVE,0.9910284876823425
254,when Elon musk flips a switch,POSITIVE,0.79424649477005
255,Getting out of the road: no<br>Dodging every Tesla ahead: ✓,NEGATIVE,0.9960501790046692
256,Zombie apocalypse ❎Tesla apocalypse ✅,NEGATIVE,0.9903948903083801
257,"Настоящие американцы , развернулись и езжайте по обочине, тем более ваша машина это позволяет . Так нет они будут ехать по трассе уклоняясь от встречных машин 🤦🏻‍♂️ Задорнов был прав 😏",NEGATIVE,0.7353412508964539
258,<b>”Execute Order 66”</b><br>~ Elon Musk probably,NEGATIVE,0.9604411125183105
259,Director got serious issues with Elon Musk 😂,NEGATIVE,0.9931423664093018
260,You know the film industry is running out of ideas when they drop a zombie CAR movie.,NEGATIVE,0.9997645020484924
261,"Это кстати прогноз на будущее, а не фантастика. Через 10-20 лет лучше жить в Сибири и ехать на лошади или эндурике, чем подыхать в мегаполисе от цифрового рабства и уколов от непонятных болезней.",NEGATIVE,0.5989568829536438
262,Her decision to drive on the road in oncoming traffic is as smart as the person who made this movie.,POSITIVE,0.9981992840766907
263,It’s like a brand new iPhone 📱,POSITIVE,0.9835706949234009
264,Rides so much nicer than the older 2023 Generation!,POSITIVE,0.9997664093971252
265,They are stunning so futuristic just awesome cars.,POSITIVE,0.9998794794082642
266,I vastly prefer the facelift design. Looks a lot better and less boring. The only thing i don’t like is how they did the turn signals. They should have done it like Ferrari where the left indicator is on the left and the right one on the right side of the steering wheel.,NEGATIVE,0.9986982345581055
267,Wow so beautiful,POSITIVE,0.9998747110366821
268,My dream is to have a Tesla! The best electric car brand! But I&#39;m only 12 years old.... And I live in Brazil! I hope Tesla comes to Brazil one day!,POSITIVE,0.9995527863502502
269,This is my dream car I want it so bad,NEGATIVE,0.9997895359992981
270,"Meu carros dos sonhos, espero um dia conseguir importar um aqui para o Brasil 🙏🏽",POSITIVE,0.583103597164154
271,"Ah yes, knocking on the headlight... All I need to make a decision that that is a car for me.",NEGATIVE,0.9648405313491821
272,Very good:-) 👍,POSITIVE,0.999855637550354
273,"As a person on HW3, I personally would like to see you continuing to do your testing on your current car, even after version 12.5 of FSD, so that it can be determined just how far HW3 can take us. Big fan of your channel.",POSITIVE,0.9966078996658325
274,"My intent is only to watch 12.5 videos, but Black Tesla provides such a great commentary that I click whenever he posts a video.",POSITIVE,0.9938511848449707
275,"FYI - 12.5 came to the &#39;new&#39; Model 3 as well so it&#39;s deployed to HW4 (release notes mention the Cybertruck)<br>Hope HW3 gets it soon because I believe it&#39;s a significant leap forward when compared to 12.3.6.<br>BTW, I keep saying it and repeating it: for years already: none of the HW3 cars will ever be a Robotaxi. Not sure about HW4/AI4 either but we shall see.",POSITIVE,0.5239173769950867
276,The problem is that some of us are still stuck on 12.3.6,NEGATIVE,0.9992552399635315
277,I think you&#39;re the first YouTuber to address that question! <br>Thanks!,POSITIVE,0.9996422529220581
278,You’re the only FSD reviewer I trust at the moment. Shame you’re delaying in receiving the update.,NEGATIVE,0.998034656047821
279,"12.5 is definitely a complete rebuild. Action around stop signs is so much better. It still does a complete stop behind the sign but then it just creeps and goes in one motion, no more slow creeps stopping 2-3 times and hesitating. The 5x parameters are very apparent in its smoothness. It seems to have opened a whole new world of possibilities. It drives like a cross between a limo driver and a grandma. Just about the perfect balance between safety and smoothness, imo. <br><br>Don&#39;t worry about the HW3 situation. James Douma explained how it is not close to maxed out yet. There are many things that can be done to optimize the software. It will just take a little extra time going forward.",POSITIVE,0.5355314612388611
280,I gues it&#39;s GPT-4o vs GPT-4o-mini kinda thing. It will run on HW3 as a smaller version yet will likely still be really good -- very comparable to HW4 etc.  Will be very curious to see!,POSITIVE,0.9987836480140686
281,"Yep, looks like we will be waiting for 12.5 with our HW3 cars (2022 MSLR). I have been driving on 12.3.6 for quite a while now and would really like to get an improved version of FSD.",POSITIVE,0.8314846754074097
282,Thanks for your update and explanation!  I was wondering why I didn’t see a FSD 12.5 video from “Black Tesla”.  Hope you and your family had a great vacation.  I look forward to your next test drive video whenever that happens.  Best wishes.,POSITIVE,0.9986786246299744
